0,1,2,3,4,5,6,7,8
2023-03-10,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
You’re most likely to trigger a slab avalanche in wind-loaded terrain on Saturday. Unfortunately, the problem areas may be hidden under a few inches of new snow. So feel for subtle changes in the stiffness of the upper snowpack as you travel to help identify potentially unstable slopes.","Keep an eye out for lingering slabs from Thursday night’s wind event as you ascend in elevation. They may be hidden under a few inches of fluffy snow, so you’ll need to feel for changes in the upper snowpack as you travel to help identify wind-loaded areas. If you encounter stiffer snow, that could feel hollow, you know you’ve found the spots we’re concerned about. Near ridgelines, you still may be able to use visual clues such as newly formed cornices to give you an indication of where some of these slabs may be lurking. Unfortunately, the wind direction has flip-flopped in the last 24 hours meaning you now could find slabs on a variety of aspects. So key into terrain features where they’re more likely such as near ridgelines, on convex rollovers, or rocky terrain such as confined gullies and the base of cliffs.","FORECAST DISCUSSION
On Friday, avalanche professionals and NWAC forecasters around the Pass all reported similar conditions. Newly fallen snow was poorly bonded to a variety of underlying surfaces and was sliding easily due to human triggers. Plenty of recent wind effect, including sensitive Wind Slabs, were observed in wind-prone areas, with the most sensitive pockets found near ridgelines and on convex rollovers. Many of these slabs formed on Thursday night and were hidden under roughly 2-4 inches of new snow.
We should squeeze out a few more inches before Saturday dawns. As a result, don’t be surprised to encounter loose avalanches running on steeper slopes. Most of these should be dry unless the sun is out for a prolonged period of time. It’s that time of the year when anytime the sun comes out and there is new snowfall, you should expect to see Wet Loose activity on steep sun-exposed slopes.
Prior to Thursday’s wind event, the upper snowpack was thought to be generally right-side-up as convective snow showers and periods of sun breaks impacted the zone throughout much of the past week. During this time period, the Pass has received roughly 1-1.5 feet of new snow. You may be able to find some storm instabilities in the upper snowpack such as layers of graupel or fragments of surface hoar, but reported avalanche activity has been limited for a number of days. Earlier this week, some deeper avalanches occurred (D2-2.5) on what is suspected to be the 2/25 interface. It’s been a number of days now and the likelihood is dropping, but if you’re going to encounter an isolated bigger slide it will likely be on this interface, possibly due to a step-down or another large trigger such as a cornice failure."
2023-03-09,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
New snow and a switch in wind direction could combine to create Wind Slabs on a variety of aspects on Friday. Keep an eye out for fresh drifts or actively blowing snow to help you identify wind-loaded areas where you’re more likely to trigger an avalanche. Don’t get caught off guard by a small slide near rocks or gullies where taking a ride could be more consequential.","Wind speeds should peak in the overnight hours on Thursday night before trending downward and switching direction during the day on Friday. This means you could encounter new Wind Slabs on a variety of aspects with potentially different reactivity based on their age. Look for pillow-like drifts or areas that look “fat” compared to the surrounding terrain near ridgelines or on convex rollovers to help identify wind-loaded features you should avoid. The wind also likes to sift snow into deeper piles in confined gullies or near the base of cliffs. In some locations, you could encounter firm snow that feels hollow or notice freshly built cornices to further help key you into potentially unstable areas to steer around.","FORECAST DISCUSSION
On Thursday, avalanche professionals observed moderate to strong winds drifting snow into deeper drifts on leeward slopes and the base of cliffs. The wind direction was generally from the east, with snow being transported onto different aspects than the norm. This should continue through the evening hours and into Friday morning before wind speeds start to taper and precipitation rates increase. The result could be sensitive slabs formed due to strong winds overnight or snow and moderate winds combining to build hazard throughout the day (or potentially both).
Prior to this wind event, the upper snowpack was thought to be generally right-side-up as convective snow showers and periods of sun breaks impacted the zone throughout much of the past week. However, weak surfaces were observed in recent days and larger (D2-2.5) avalanches were reported earlier this week. Some of these avalanches broke as much as 3 feet deep and were suspected to have failed on the 2/25 interface. Most of them were in wind-loaded terrain, with one slide a result of a smaller Wind Slab stepping down to this older layer. Snowpack tests on the 2/25 by NWAC forecasters this week have not been overly impressive, but we shouldn’t ignore these red flag signs heading into a loading event, even if they are a few days old. We suspect most avalanches on Friday will be confined to the newly fallen snow, but if you’re going to see a deeper slide, it will likely be on this interface. "
2023-03-08,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
You should encounter the windiest conditions of the week on Thursday. A fresh crop of Wind Slabs could develop in areas where you're not used to seeing them due to the atypical wind direction. Observing actively blowing snow is an easy way you can identify wind-loaded features where you have a higher probability of triggering an avalanche.","Wind speeds should increase throughout the day and may reach the strong category in the afternoon. With plenty of low-density snow currently available for transport, don’t be surprised to find some new slabs near ridgelines or the base of cliffs. Due to the atypical wind direction, these slabs may be on some unusual aspects. Look for actively blowing snow to help identify wind-loaded features you want to avoid. Textured surfaces, fresh cornices, and sharp drifts can also help you zero in on the location of possible Wind Slabs. ","FORECAST DISCUSSION
Most of the past week has been very similar, with patchy blue skies in the morning giving way to increasing clouds and snow showers in the afternoon. Each day winds have been just strong enough to drift a bit of snow around. On Thursday, the pattern begins to change and we are anticipating the biggest wind event of the week. 
On slopes that see direct sunshine, the amount of snow available for transport may be limited due to sun crusts formed during bouts of sunny weather this week. On more shaded aspects, the upper snowpack is still very soft and dry, meaning there is plenty of snow available for the wind to affect. 
Observations indicate that the upper snowpack is generally right-side-up heading into this storm cycle. That said, weak surfaces have been reported in recent days, and more concerningly, larger (D2-2.5) avalanches were reported earlier this week. On Monday, an avalanche professional spotted a deeper (~3ft/1m) natural slide in the Chair Peak Lake Basin (E, 5600ft). It may have failed on the 2/25 interface. Additional deep avalanches were spotted by avalanche professionals in wind-loaded terrain on Mt. Snoqualmie, with crowns estimated to be as much as 3 feet deep in places. Last Friday, we received word of a similarly deep avalanche occurring when an intentionally triggered small Wind Slab stepped down to a deeper (2.5ft/80cm) layer (N, 4300ft), also suspected to be the 2/25. Snowpack tests on this layer by NWAC forecasters have not been overly impressive, but we shouldn’t ignore these red flag signs heading into a larger loading event. If you’re going to see a deeper avalanche in the coming days, it will likely be on this interface."
2023-03-07,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
Windy conditions Wednesday could build a fresh set of shallow slabs on the lee side of exposed ridges and rocky features. Be leery of smooth pillow like drifts where you see blowing snow and underneath sharp cornices.","Moderate SE winds and plenty of soft dry snow could combine to build a few new slabs on some unusual aspects. Fortunately, they should be fairly easy to spot and avoid. Actively blowing snow will be your best clue to identify features you want to avoid. Textured surfaces, fresh cornices, and sharp drifts can also indicate nearby wind-loaded pockets. 
Most of these slabs should be rather shallow and soft. This will make them a bit easier to manage. However, some of them could grow large enough (D1.5) to take you for an unwanted ride or flush you down a chute.","FORECAST DISCUSSION
We’ve been stuck in a rinse-and-repeat weather pattern most of the week. Some patches of blue sky in the morning should lead to increasing clouds and snow showers in the afternoon. Even with the possibility of a few inches of snow, it shouldn’t have much bearing on the avalanche danger. 
We think cloudier skies in the afternoon and a thin crust on southerly aspects will limit any loose wet avalanche concerns. However, if you experience prolonged warm sunny weather, snow may start to shed from rocks and trees. This could result in some piles of new rollerballs and maybe a few small loose wet avalanches. Indeed, observations from this week at the Pass, show a few isolated wet slides from brief periods of sunshine. 
On more shaded aspects, the upper snowpack is still very soft, dry, and right-side-up. Recent avalanche activity has been mostly limited to a few small natural and triggered wind slabs and loose dry avalanches. Two larger (D2-2.5) avalanches buck that norm. On Monday, an avalanche professional spotted a deeper (~3ft/1m) natural slide in the Chair Peak Lake Basin (E, 5600ft). This slide may have failed on the 2/25 interface. A similarly deep avalanche occurred last Friday when an intentionally triggered small wind slab stepped down to a deeper (2.5ft/80cm) layer (N, 4300ft). While similar avalanches seem unlikely given the current weather pattern, we can’t rule out an isolated large avalanche in sheltered shaded terrain. It may take a  larger trigger like falling cornices, other avalanches, or snowmobiles to impact these deeper snow layers. Take this into consideration before venturing into bigger more consequential terrain."
2023-03-06,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
You may trigger shallow pockets of wind-affected snow near exposed ridges or in rocky complex terrain. Look for pillow-like drifts that you want to avoid before committing to higher consequence slopes.","The most likely place to trigger a slab avalanche Tuesday is in wind-affect terrain. Most of these wind-loaded pockets should be generally soft and easy to spot. Look for pillow-like slabs below cornices, along the base of cliffs, or in rocky areas. Given the recent wind direction (E-S), some of these avalanches may occur on some unusual aspects. Even though most of these slabs should be fairly shallow and easy to manage, some of them could be large enough (D1.5) to take you for a nasty ride. Think about the consequences of terrain below you before venturing onto any wind-affected feature. 
A few larger (D2) hard wind slabs may still linger at mid and upper elevations from Saturday’s (3/4) strong SE wind event. Be leery of firm hollow sounding snow, especially in convex or unsupported terrain. Hard slabs are difficult to assess and often break above you with little warning.","FORECAST DISCUSSION
While passing snow showers could bring a few inches of snow to the Pass by Tuesday afternoon, they shouldn’t affect the avalanche danger. Instead, they’ll only add to the storm totals since 2/25. Over the past 9 days, more than 4 ft of snow has fallen with cold temperatures. Not surprisingly, travelers routinely report deep conditions with a generally right-side-up snowpack. 
Most avalanche activity this past week has been limited to a few small (D1) natural and human-triggered wind slabs and loose dry avalanches. However, two deeper slides have been reported and definitely have our attention. On Monday an avalanche professional found a large (D2.5) deep (~3ft/1m) avalanche in the Chair Peak Lake Basin (E, 5600ft) We don’t know exactly when this slide occurred. The depth is rather similar to an avalanche from Friday (3/3) where an intentionally triggered wind slab stepped down to an older snow layer. In both cases, we suspect the 2/25 crust. Weak snow (facets and surface hoar) has occasionally been observed at this older interface. While these slides still appear isolated, take them into account before stepping into bigger terrain. One of these deeper slides seems most likely in shaded, sheltered areas with a larger trigger (cornice, avalanche, or snowmobile). 
While temperatures are cold, it's starting to feel a bit more like springtime. So, if the sun comes out for a longer period, expect the snow to shed from trees and rocks. This could trigger small loose avalanches on the slopes below. A thin crust formed by the Sun on 3/5 and increasing afternoon clouds should help limit any loose wet issues. However, if you see new rollerballs or teardrop shaped debris, expect avalanches on similar terrain."
2023-03-05,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
Take a good look at the slope in front of you before committing to larger or more consequential terrain. E-S winds formed slabs in some unusual locations on Saturday. If you see any signs of drifts, wind lips, or pillow-like slabs then seek out an alternate, less wind-affected route.","Small natural and human-triggered wind slabs were seen on Saturday and again on Sunday at the Pass. With this recent activity, anticipate wind slabs on exposed slopes at mid and upper elevations. Given the wind direction (E-S), you may find some of these wind-loaded pockets in strange places and on different aspects. Pay close attention near convex rollovers, along the base of cliffs, in the tops of chutes, and on the sides of mid-slope gullies. 
Drifts, cornices, and textured surfaces could be your best clues to help highlight suspected wind-loaded slopes. In some spots, a few inches of soft fluffy powder could make spotting wind-affected snow a bit more difficult. Due to the strength of the recent winds, you may even find a small wind slab in the upper end of the below treeline band.","FORECAST DISCUSSION
The avalanche danger is slowly dropping after a rather stormy week. While you may encounter a passing shower, it shouldn’t have much bearing on the avalanche hazard. Since Saturday 2/25 around 4 feet of snow has fallen at mid and upper elevations near the Pass. An E-S wind event right at the tail end of the storm (3/4), redistributed the new snow and formed a fresh batch of wind slabs. We’ve seen a lot of these E-S wind events following storms this winter. They frequently result in more unintentionally triggered avalanches than normal because these slabs sit in places we aren’t often used to. 
The biggest question mark for Monday is the sky/sun and the possibility of loose wet avalanches. A new crust that formed on southerly aspects Sunday and a few more clouds should limit the potential for these wet slides. However, prolonged warm sunshine will result in the snow shedding from trees/rocks and triggering small loose wet slides. If you see new roller balls or tear-dropped piles of debris, expect natural avalanches from similar slopes. 
With unseasonably cold temperatures and so much new snow, travelers frequently reported deep conditions this week. Outside of wind-affected areas, the recent snow is right-side-up. Not surprisingly, avalanche activity has largely consisted of a few small natural and human-triggered wind slabs and loose dry avalanches. However, on Friday, one intentionally triggered small wind slab stepped down into older snow layers (2/25) and resulted in a large (D2) avalanche that ran 300 vertical feet. (2.5ft/80cm deep, N, 4300ft) While we think this is an isolated event, small facets and surface hoar have been observed on occasion at the 2/25 interface. An avalanche like this seems most probably in sheltered shaded terrain where those weak grains may have survived."
2023-03-04,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,"THE BOTTOM LINE
Even as the storm wraps up and skies start to break Sunday, dangerous avalanche conditions should remain. You could trigger slides in a variety of locations like wind-loaded slopes, sunny aspects, or rocky complex terrain. Give the snowpack time to heal by staying off open areas greater than 35 degrees.","Another strong E-S wind event built a fresh batch of slabs at the tail end of this storm. Some of these wind-loaded pockets triggered easily on Saturday. You could find wind slabs in some unusual locations and even hiding under an inch or two of softer snow. Keep your eyes peeled for clues of where these slabs might lurk. Drifts, cornices, and the snow blown out of the trees may give you the best hints as to where to look and what aspects to avoid. 
Common places to encounter winds slabs include below sharp cornices, along the base of cliffs, in the tops of chutes, and on the sides of mid-slope gullies. With the ferocity of the winds, you may even bump into a wind-loaded pocket in the upper end of the below treeline band. With the information we have from Saturday, assume wind slabs exist in most mid and upper elevation terrain until you can confidently rule them out.There’s plenty of loose snow out there. The question is the sun. Intense graupel snow showers could alternate with periods of sunshine. If these sun breaks linger, expect snow to fall off rocks/trees/cliffs and produce natural loose avalanches. Call them wet, call them dry, the result is the same... avalanches. Don’t spend too much time under steep sunny slopes. Most of these slides should remain small, but in bigger terrain, they could entrain enough snow to take you for a nasty ride.","AVALANCHE PROBLEM #2
Wet Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(1/2/2023) Video: Dallas Glass
There’s plenty of loose snow out there. The question is the sun. Intense graupel snow showers could alternate with periods of sunshine. If these sun breaks linger, expect snow to fall off rocks/trees/cliffs and produce natural loose avalanches. Call them wet, call them dry, the result is the same... avalanches. Don’t spend too much time under steep sunny slopes. Most of these slides should remain small, but in bigger terrain, they could entrain enough snow to take you for a nasty ride."
2023-03-03,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
Several days of stormy weather and recent avalanches all point toward dangerous avalanche conditions within the zone. You might think that the snow is light and fluffy everywhere, but you could still trigger a slab on steep convex slopes, especially if they are wind-loaded. If you see cracking of the snow surface or encounter stiffer pockets of snow, avoid slopes over 35 degrees.","If you’re going to trigger a slab avalanche on Saturday, it will likely be in wind-effected terrain. With plenty of low-density snow available for transport, new shallow slabs may be forming throughout the day or you could still encounter lingering slabs from earlier on in the storm. Increasing winds on Saturday should have an easterly component to them, meaning you could see some atypical loading patterns including slabs forming on different aspects or slopes being more cross-loaded than you are used to. Use visual clues such as blowing snow, textured surfaces, new cornices, or drifts behind objects to determine wind-loaded aspects. Once you know which way the wind was blowing, look for smooth “pillow-like” piles of snow that appear “fat” or feel stiffer compared to the surrounding snow to identify Wind Slabs. Using small test slopes or uptrack tests as you travel can give you clues about how wind-drifted snow is reacting to your weight as a traveler. As you ascend in elevation, you’ll likely need to manage Wind Slabs on more specific terrain features such as confined gullies and convex rollovers. As you reach the alpine, the distribution may expand to more open slopes over 35 degrees where the possibility of triggering an avalanche increases.In more wind-sheltered areas, plenty of low-density snow is available to produce avalanches in steep terrain. Some of these avalanches may technically fail as soft slabs but behave more loose since the recent storm snow is light and fluffy. If you find a pocket that has more cohesion, be aware that slab avalanches are still possible. Regardless of how you want to categorize them, they will be easier to trigger on steep slopes over 35 degrees and could grow in size as they move downhill and fan out. You should consider avoiding large open slopes at upper elevations until the snowpack has more time to settle. Sometimes referred to as “sluffs”, don’t become complacent and be tripped up by one of these avalanches near terrain traps or in extreme terrain. ","AVALANCHE PROBLEM #2
Dry Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/3/2023)
A natural small loose dry avalanche in very steep terrain. [E, 3800ft, L-N-D1-R1-S]
Photo: Dallas Glass
In more wind-sheltered areas, plenty of low-density snow is available to produce avalanches in steep terrain. Some of these avalanches may technically fail as soft slabs but behave more loose since the recent storm snow is light and fluffy. If you find a pocket that has more cohesion, be aware that slab avalanches are still possible. Regardless of how you want to categorize them, they will be easier to trigger on steep slopes over 35 degrees and could grow in size as they move downhill and fan out. You should consider avoiding large open slopes at upper elevations until the snowpack has more time to settle. Sometimes referred to as “sluffs”, don’t become complacent and be tripped up by one of these avalanches near terrain traps or in extreme terrain. "
2023-03-02,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,"THE BOTTOM LINE
Dangerous avalanche conditions should persist on Friday as more winter weather rolls through Snoqualmie Pass. Look for recent avalanches or cracking of the snow surface as indications that the snowpack is unhappy and you should avoid slopes over 35 degrees. Some avalanches could break in surprising ways by failing above you or wrapping around terrain features.","You’ll likely need to manage Wind Slabs on Friday near ridgelines, the base of cliffs, confined chutes, or on convex slopes over 35 degrees. These slabs should be larger and more reactive as you ascend in elevation. Fresh cornices that look sharp, textured surfaces, or new drifts behind objects are visual clues you can use to determine wind-loaded aspects. Once you know which way the wind was blowing, look for smooth “pillow-like” piles of snow that appear “fat” or feel stiffer compared to the surrounding snow to identify Wind Slabs. Using small test slopes or uptrack tests as you travel can give you clues about how wind-drifted snow is reacting to your weight as a traveler. If you suspect a slope to be wind-loaded, best to avoid it at this time.
In wind-sheltered areas, there’s still a chance you could encounter reactive slabs on slopes over 35 degrees. Use your test slopes and uptrack tests to look for cracking and failing of the snow as mentioned above. Additionally, you can use small hand pits as you travel to look for failure points in the recent storm snow. If you find that snow is cracking or failing easily in blocks during your tests, avoid slopes over 35 degrees.","FORECAST DISCUSSION
Wind and precipitation should continue on Friday at Snoqualmie Pass, but intensities will likely be a notch lower than what was experienced on Thursday. As of Thursday afternoon, the Pass Proper has picked up somewhere between 5-8 inches of snow with wind gusts as high as 60 mph. 
Observations from Thursday are a bit limited, but Alpental Pro Patrol reported isolated Wind Slabs up to 1 foot deep during their morning mitigation efforts. On the eastern part of the zone, backcountry travelers near Cottonwood Lake reported similar depths as well as plenty of graupel mixed into the storm snow. They also reported seeing cornices fail naturally.
Prior to the storm widespread weak surface hoar was reported and a thin sun crust was expected to have formed on Wednesday afternoon on slopes that see direct sunshine. These prior surfaces could mean a poor bond has formed at the new/old interface and could result in some surprising avalanches breaking above you or spanning far distances. Combined with fluctuating freezing levels, strong winds, the reported graupel, and a less than steller bond even deeper in the snowpack at the 2/25 interface - there are numerous potential points of failure in the upper snowpack that you should investigate before committing to a slope. You should also be aware of freshly formed cornices, they will likely be sensitive and could fail easily."
2023-03-01,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,"THE BOTTOM LINE
Dangerous avalanche conditions are expected on Thursday as winter weather impacts the zone. Triggering an avalanche will be more likely on slopes over 35 degrees or during periods of heavy snow and/or wind. That should be most of the day, so your best bet is to stick to simple terrain until this storm has wrapped up.","The winds are strong with this one. Actively blowing snow, new cornices, or fresh drifts are all visual clues that can help you identify wind-loaded aspects you’ll want to avoid on Thursday. Look for Wind Slab development on the leeward side of ridgelines or near rocky terrain such as the base of cliffs or the sides of gullies. If you suspect a slope to be wind-loaded, see shooting cracks, or encounter snow that feels firmer under your feet, head for simpler terrain under 35 degrees.Even in areas protected from the wind, you could find slabs that are reactive to human triggers. Fluctuating freezing levels, reported weak snow surfaces, plus a few crusts for snow to run on all point toward more widespread Storm Slabs. Use hand pits, uptrack tests, and small test slopes as you travel to look for a poor bond to the old snow surface or storm snow that has come in upside down (heavy snow over weaker snow). Similarly to the Wind Slabs, shooting cracks or whumpfing collapses are red flag signs that the snowpack is unhappy. If you notice any of these signs, a poor bond, or blocks of snow failing easily during your tests, avoid slopes over 35 degrees.","AVALANCHE PROBLEM #2
Storm Slab
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(2/17/2023)
Example: You should use quick hand pits to see how the new snow is bonding and if you can identify any interstorm layers of concern.
Photo: Andy Harrington
Even in areas protected from the wind, you could find slabs that are reactive to human triggers. Fluctuating freezing levels, reported weak snow surfaces, plus a few crusts for snow to run on all point toward more widespread Storm Slabs. Use hand pits, uptrack tests, and small test slopes as you travel to look for a poor bond to the old snow surface or storm snow that has come in upside down (heavy snow over weaker snow). Similarly to the Wind Slabs, shooting cracks or whumpfing collapses are red flag signs that the snowpack is unhappy. If you notice any of these signs, a poor bond, or blocks of snow failing easily during your tests, avoid slopes over 35 degrees."
2023-02-28,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
You may still need to manage Wind Slabs of varying ages as you ascend in elevation on Wednesday. Keep a keen eye for larger drifts on convex features or near rocky chutes and gullies where triggering an avalanche in wind-drifted snow is more likely. The sun should come out and might facilitate some small slides as snow sheds from trees and rocks. ","An uptick in winds on Wednesday afternoon could be enough to create a fresh round of Wind Slabs for you to manage at mid to upper elevations. They could intermingle with existing slabs formed due to windy weather in recent days. Since the wind direction has been flip-flopping this week, you could find them on a variety of aspects. You should be able to use visual clues such as blowing snow and fresh drifts to help identify newly forming slabs. You may need to feel for differences in the density of the snow as you travel to help pinpoint older ones. Regardless of their age, you’re more likely to encounter wind-drifted pockets near rocky features such as confined gullies or the base of cliffs, on convex rollovers, or the leeward side of ridgelines. If you suspect a slope to be wind-loaded, steer around it.With cold dry snow in place and the sun expected to come out for a few hours tomorrow, we can’t rule out some solar-induced loose avalanches. For this one to pan out, March sunshine will need to overcome cold temperatures combined with increasing winds and clouds throughout the day. If it can, you could see snow start to shed from rocks and trees, triggering avalanches on the slopes below. The moisture content of the snow may be somewhere between Wet and Dry, but the behavior should remain the same. These avalanches should start at a point and fan out as they move downhill. While many travelers regard loose avalanches as easy to manage, be sure not to get surprised by one near a terrain trap. Choose travel routes where you can stay aware of steep slopes receiving direct sunshine above you.","AVALANCHE PROBLEM #2
Dry Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(2/13/2023)
Example: A small loose avalanche triggered by snow shedding from trees a few weeks ago.
Photo: Dallas Glass
With cold dry snow in place and the sun expected to come out for a few hours tomorrow, we can’t rule out some solar-induced loose avalanches. For this one to pan out, March sunshine will need to overcome cold temperatures combined with increasing winds and clouds throughout the day. If it can, you could see snow start to shed from rocks and trees, triggering avalanches on the slopes below. The moisture content of the snow may be somewhere between Wet and Dry, but the behavior should remain the same. These avalanches should start at a point and fan out as they move downhill. While many travelers regard loose avalanches as easy to manage, be sure not to get surprised by one near a terrain trap. Choose travel routes where you can stay aware of steep slopes receiving direct sunshine above you."
2023-02-27,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
If you’re going to trigger a larger avalanche it will probably be in wind-loaded terrain. Unfortunately shifting winds and a few inches of fluffy snow could make spotting these pillow-like slabs tricky. Steer around any steep slope where you suspect the wind formed slightly deeper slabs.","It may take a bit more investigation than normal to identify and avoid wind-loaded features. Some of the common clues we often use may not be visible or could be misleading. Assume wind slabs exist on all exposed features until you can prove otherwise. This includes wind-affected ridges, the base of cliffs, and rock walled chutes. 
Through the course of this storm, winds have switched from west, to east, to south, and back to west. Not surprisingly, this may have built wind slabs in lots of places, including areas you may not be used to. With the potential for odd loading patterns, use terrain to your advantage by seeking out lower consequence slopes.
Some of these slabs may be fresh and fail easily. Others could be older, harder to trigger, but deeper. If you feel firm or hollow snow, seek out less wind-affected or lower angled terrain. Outside of wind-affected areas, reports have been of very light fluffy snow that’s poorly bonded to the old surface. This could result in loose dry or very soft slab avalanches in steep terrain. Some of these slides could run quickly or travel far on a firm bed surface. While avalanches like this can be relatively easy to manage, don’t let them catch you off guard if your traveling in cliffy areas or above an open creek.
If the sun pokes through in the afternoon, you may see snow shed from rocks and cliffs resulting in a round of natural loose slides. ","AVALANCHE PROBLEM #2
Dry Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
Outside of wind-affected areas, reports have been of very light fluffy snow that’s poorly bonded to the old surface. This could result in loose dry or very soft slab avalanches in steep terrain. Some of these slides could run quickly or travel far on a firm bed surface. While avalanches like this can be relatively easy to manage, don’t let them catch you off guard if your traveling in cliffy areas or above an open creek.
If the sun pokes through in the afternoon, you may see snow shed from rocks and cliffs resulting in a round of natural loose slides. "
2023-02-26,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
Actively blowing snow will make wind-loaded features you want to avoid quite obvious. However, older slabs from Sunday may linger on some windward aspects. So, avoid all steep open areas where you find slightly firmer and thicker slabs of snow.","You may need to manage two versions of the same avalanche problem Monday. Increasing E-SE winds will start to form new slabs in some odd locations. During last week’s similar E-SE wind event, several backcountry travelers were surprised when they triggered wind slabs and a few even took unexpected rides. Fortunately, blowing snow and active drifting should make these new wind slabs easier to spot and avoid. Since they are fresh, you may find the trigger easily and run quickly on firmer snow below. 
It could be trickier to identify older slabs that formed during the storm Sunday. Some of these may even sit on slopes being stripped by the wind. Larger cornices, textured surfaces, and firmer deeper deposits of snow can help you anticipate these older slabs. While they might be harder to trigger, they cloud produce larger slides that may even break above you. Be particularly vigilant for these sneaky old slabs in rocky complex terrain near cliffs and chutes.We don’t often talk about sluffs as a problem, but in this particular case, we feel you may easily trigger loose dry or very soft slab avalanches that run quickly. Some of these slides could even travel far downslope over a firm bed surface. Don’t let one of these smaller softer slides catch you by surprise and take you for a ride higher consequence terrain.","AVALANCHE PROBLEM #2
Dry Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(2/13/2023)
A small loose avalanche triggered by snow shedding from trees.
Photo: Dallas Glass
We don’t often talk about sluffs as a problem, but in this particular case, we feel you may easily trigger loose dry or very soft slab avalanches that run quickly. Some of these slides could even travel far downslope over a firm bed surface. Don’t let one of these smaller softer slides catch you by surprise and take you for a ride higher consequence terrain."
